gene,inMod
evm.TU.chromosome_6.1713,0
evm.TU.chromosome_6.1718_evm.TU.chromosome_6.1714,0
evm.TU.chromosome_6.1719,1
evm.TU.chromosome_6.172,1
evm.TU.chromosome_6.1720,1
evm.TU.chromosome_6.1722,1
evm.TU.chromosome_6.1725,0
evm.TU.chromosome_6.1728,1
evm.TU.chromosome_6.1729,1
evm.TU.chromosome_6.173,1
evm.TU.chromosome_6.1730,0
evm.TU.chromosome_6.1733,1
evm.TU.chromosome_6.1734,1
evm.TU.chromosome_6.1735,1
evm.TU.chromosome_6.1736,1
evm.TU.chromosome_6.1737,1
evm.TU.chromosome_6.1738,1
evm.TU.chromosome_6.1739,1
evm.TU.chromosome_6.174,0
evm.TU.chromosome_6.1740,1
evm.TU.chromosome_6.1741,1
evm.TU.chromosome_6.1742,1
evm.TU.chromosome_6.1744,0
evm.TU.chromosome_6.1748,1
evm.TU.chromosome_6.1749,0
evm.TU.chromosome_6.1750,1
evm.TU.chromosome_6.1752,0
evm.TU.chromosome_6.1753,1
evm.TU.chromosome_6.1754,1
evm.TU.chromosome_6.1756,1
evm.TU.chromosome_6.1757,1
evm.TU.chromosome_6.1758,1
evm.TU.chromosome_6.1760,1
evm.TU.chromosome_6.1761,1
evm.TU.chromosome_6.1762,1
evm.TU.chromosome_6.1763,0
evm.TU.chromosome_6.1764,0
evm.TU.chromosome_6.1765,1
evm.TU.chromosome_6.1766,1
evm.TU.chromosome_6.1767,1
evm.TU.chromosome_6.1769,0
evm.TU.chromosome_6.177,1
evm.TU.chromosome_6.1770,1
evm.TU.chromosome_6.1771,0
evm.TU.chromosome_6.1772,1
evm.TU.chromosome_6.1773,1
evm.TU.chromosome_6.1775,0
evm.TU.chromosome_6.1776,1
evm.TU.chromosome_6.1777,1
evm.TU.chromosome_6.1778,1
evm.TU.chromosome_6.1781,1
evm.TU.chromosome_6.1783,1
evm.TU.chromosome_6.1784,1
evm.TU.chromosome_6.1785,1
evm.TU.chromosome_6.1789,1
evm.TU.chromosome_6.179,0
evm.TU.chromosome_6.1791,1
evm.TU.chromosome_6.1792,0
evm.TU.chromosome_6.1793,1
evm.TU.chromosome_6.1795,1
evm.TU.chromosome_6.1796,0
evm.TU.chromosome_6.1797,0
evm.TU.chromosome_6.1798,0
evm.TU.chromosome_6.1799,1
evm.TU.chromosome_6.18,0
evm.TU.chromosome_6.180,0
evm.TU.chromosome_6.1800,1
evm.TU.chromosome_6.1801,1
evm.TU.chromosome_6.1802,1
evm.TU.chromosome_6.1803,1
evm.TU.chromosome_6.1805,0
evm.TU.chromosome_6.1806,1
evm.TU.chromosome_6.1807,1
evm.TU.chromosome_6.181,1
evm.TU.chromosome_6.1810,1
evm.TU.chromosome_6.1811,0
evm.TU.chromosome_6.1812,1
evm.TU.chromosome_6.1813,1
evm.TU.chromosome_6.1814,1
evm.TU.chromosome_6.1816,0
evm.TU.chromosome_6.1817,0
evm.TU.chromosome_6.1818,1
evm.TU.chromosome_6.182,0
evm.TU.chromosome_6.1820,1
evm.TU.chromosome_6.1822,1
evm.TU.chromosome_6.1825,0
evm.TU.chromosome_6.1827,1
evm.TU.chromosome_6.1828,1
evm.TU.chromosome_6.183,1
evm.TU.chromosome_6.1833,1
evm.TU.chromosome_6.1835,1
evm.TU.chromosome_6.1836,0
evm.TU.chromosome_6.1837,0
evm.TU.chromosome_6.1842,0
evm.TU.chromosome_6.1844,1
evm.TU.chromosome_6.1845,0
evm.TU.chromosome_6.1846,0
evm.TU.chromosome_6.1848,0
evm.TU.chromosome_6.1849,1
evm.TU.chromosome_6.185,1
evm.TU.chromosome_6.1850,1
evm.TU.chromosome_6.1853,1
evm.TU.chromosome_6.1854,1
evm.TU.chromosome_6.1855,1
evm.TU.chromosome_6.1856,0
evm.TU.chromosome_6.1859,1
evm.TU.chromosome_6.186,1
evm.TU.chromosome_6.1862,1
evm.TU.chromosome_6.1863,1
evm.TU.chromosome_6.1865,1
evm.TU.chromosome_6.1867,1
evm.TU.chromosome_6.1868,1
evm.TU.chromosome_6.1869,1
evm.TU.chromosome_6.187,1
evm.TU.chromosome_6.1871,1
evm.TU.chromosome_6.1872,1
evm.TU.chromosome_6.1873,0
evm.TU.chromosome_6.1874,0
evm.TU.chromosome_6.1877,1
evm.TU.chromosome_6.1879,1
evm.TU.chromosome_6.1883,1
evm.TU.chromosome_6.1884,0
evm.TU.chromosome_6.1885,0
evm.TU.chromosome_6.1886,0
evm.TU.chromosome_6.1890,1
evm.TU.chromosome_6.1891,1
evm.TU.chromosome_6.1892,1
evm.TU.chromosome_6.1893,0
evm.TU.chromosome_6.1896,0
evm.TU.chromosome_6.1897,1
evm.TU.chromosome_6.1898,1
evm.TU.chromosome_6.1899,0
evm.TU.chromosome_6.19,1
evm.TU.chromosome_6.1900,0
evm.TU.chromosome_6.1901,1
evm.TU.chromosome_6.1902,0
evm.TU.chromosome_6.1903,0
evm.TU.chromosome_6.1904,1
evm.TU.chromosome_6.1907,1
evm.TU.chromosome_6.1908,0
evm.TU.chromosome_6.1909,1
evm.TU.chromosome_6.191,1
evm.TU.chromosome_6.1910,1
evm.TU.chromosome_6.1911,1
evm.TU.chromosome_6.1912,1
evm.TU.chromosome_6.1913,0
evm.TU.chromosome_6.1914,0
evm.TU.chromosome_6.1915,1
evm.TU.chromosome_6.1916,1
evm.TU.chromosome_6.1917,1
evm.TU.chromosome_6.1918,0
evm.TU.chromosome_6.1919,1
evm.TU.chromosome_6.1920,0
evm.TU.chromosome_6.1921,1
evm.TU.chromosome_6.1923,1
evm.TU.chromosome_6.1926,1
evm.TU.chromosome_6.1927,0
evm.TU.chromosome_6.1928,1
evm.TU.chromosome_6.193,0
evm.TU.chromosome_6.1930,1
evm.TU.chromosome_6.1932,1
evm.TU.chromosome_6.1933_evm.TU.chromosome_6.1935,1
evm.TU.chromosome_6.1937,1
evm.TU.chromosome_6.1938,1
evm.TU.chromosome_6.1939,0
evm.TU.chromosome_6.194,0
evm.TU.chromosome_6.1940,1
evm.TU.chromosome_6.1941,1
evm.TU.chromosome_6.1942,1
evm.TU.chromosome_6.1943,1
evm.TU.chromosome_6.1944,1
evm.TU.chromosome_6.1945,1
evm.TU.chromosome_6.1946,0
evm.TU.chromosome_6.1947,0
evm.TU.chromosome_6.1948,1
evm.TU.chromosome_6.1949,0
evm.TU.chromosome_6.195,1
evm.TU.chromosome_6.1950,0
evm.TU.chromosome_6.1951,1
evm.TU.chromosome_6.1952,0
evm.TU.chromosome_6.1956,0
evm.TU.chromosome_6.1957,0
evm.TU.chromosome_6.1959,0
evm.TU.chromosome_6.196,0
evm.TU.chromosome_6.1962,1
evm.TU.chromosome_6.1968,1
evm.TU.chromosome_6.1969,1
evm.TU.chromosome_6.197,1
evm.TU.chromosome_6.1972,1
evm.TU.chromosome_6.1973,1
evm.TU.chromosome_6.1975,1
evm.TU.chromosome_6.1977,0
evm.TU.chromosome_6.1978,0
evm.TU.chromosome_6.198,0
evm.TU.chromosome_6.1980,0
evm.TU.chromosome_6.1982,1
evm.TU.chromosome_6.1983,1
evm.TU.chromosome_6.1984,1
evm.TU.chromosome_6.1985,0
evm.TU.chromosome_6.199,0
evm.TU.chromosome_6.1991,1
evm.TU.chromosome_6.1992,1
evm.TU.chromosome_6.1993,1
evm.TU.chromosome_6.1994,0
evm.TU.chromosome_6.1995,0
evm.TU.chromosome_6.1996,1
evm.TU.chromosome_6.1997,1
evm.TU.chromosome_6.1999,1
evm.TU.chromosome_6.20,0
evm.TU.chromosome_6.200,0
evm.TU.chromosome_6.2002,1
evm.TU.chromosome_6.2004,0
evm.TU.chromosome_6.2005,0
evm.TU.chromosome_6.2007,0
evm.TU.chromosome_6.201,1
evm.TU.chromosome_6.2013,1
evm.TU.chromosome_6.2014,0
evm.TU.chromosome_6.2015,0
evm.TU.chromosome_6.2017,1
evm.TU.chromosome_6.2018,1
evm.TU.chromosome_6.202,1
evm.TU.chromosome_6.2020,1
evm.TU.chromosome_6.2021,1
evm.TU.chromosome_6.2023,1
evm.TU.chromosome_6.2024,1
evm.TU.chromosome_6.2025,1
evm.TU.chromosome_6.2026,1
evm.TU.chromosome_6.203,0
evm.TU.chromosome_6.2031,0
evm.TU.chromosome_6.2032,1
evm.TU.chromosome_6.2033,1
evm.TU.chromosome_6.2034,1
evm.TU.chromosome_6.2035,1
evm.TU.chromosome_6.204,1
evm.TU.chromosome_6.2041,1
evm.TU.chromosome_6.2042,1
evm.TU.chromosome_6.2043,1
evm.TU.chromosome_6.2044,1
evm.TU.chromosome_6.2046,1
evm.TU.chromosome_6.2048,1
evm.TU.chromosome_6.205,0
evm.TU.chromosome_6.2050,1
evm.TU.chromosome_6.2054,1
evm.TU.chromosome_6.2056,1
evm.TU.chromosome_6.2057,1
evm.TU.chromosome_6.206,1
evm.TU.chromosome_6.2060,1
evm.TU.chromosome_6.2061,1
evm.TU.chromosome_6.2062,0
evm.TU.chromosome_6.2063,0
evm.TU.chromosome_6.2064,1
evm.TU.chromosome_6.2065,1
evm.TU.chromosome_6.2067,0
evm.TU.chromosome_6.2068,0
evm.TU.chromosome_6.2069,1
evm.TU.chromosome_6.207,0
evm.TU.chromosome_6.2071,1
evm.TU.chromosome_6.2073,1
evm.TU.chromosome_6.2074,0
evm.TU.chromosome_6.2076,0
evm.TU.chromosome_6.2079,1
evm.TU.chromosome_6.208,1
evm.TU.chromosome_6.2081,1
evm.TU.chromosome_6.2082,1
evm.TU.chromosome_6.2083,0
evm.TU.chromosome_6.2084,0
evm.TU.chromosome_6.2085,1
evm.TU.chromosome_6.2086,1
evm.TU.chromosome_6.2087,1
evm.TU.chromosome_6.209,0
evm.TU.chromosome_6.2091,0
evm.TU.chromosome_6.2092,1
evm.TU.chromosome_6.2093,1
evm.TU.chromosome_6.2094,0
evm.TU.chromosome_6.2095,0
evm.TU.chromosome_6.2096,0
evm.TU.chromosome_6.2097,1
evm.TU.chromosome_6.2098,1
evm.TU.chromosome_6.2099,0
evm.TU.chromosome_6.210,1
evm.TU.chromosome_6.2100,1
evm.TU.chromosome_6.2102,1
evm.TU.chromosome_6.2103,0
evm.TU.chromosome_6.2104,1
evm.TU.chromosome_6.2105,0
evm.TU.chromosome_6.2106,0
evm.TU.chromosome_6.2107,1
evm.TU.chromosome_6.2108,0
evm.TU.chromosome_6.2109,1
evm.TU.chromosome_6.211,1
evm.TU.chromosome_6.2110_evm.TU.chromosome_6.2111_evm.TU.chromosome_6.2120,1
evm.TU.chromosome_6.212,1
evm.TU.chromosome_6.2121,1
evm.TU.chromosome_6.2122,1
evm.TU.chromosome_6.2123,1
evm.TU.chromosome_6.2124,0
evm.TU.chromosome_6.2125,0
evm.TU.chromosome_6.2126,0
evm.TU.chromosome_6.2128,0
evm.TU.chromosome_6.2129,1
evm.TU.chromosome_6.2130,0
evm.TU.chromosome_6.2131,1
evm.TU.chromosome_6.2132,1
evm.TU.chromosome_6.2133,0
evm.TU.chromosome_6.2134,1
evm.TU.chromosome_6.2135,1
evm.TU.chromosome_6.2137,1
evm.TU.chromosome_6.2138,1
evm.TU.chromosome_6.2139,0
evm.TU.chromosome_6.2140_evm.TU.chromosome_6.2142,0
evm.TU.chromosome_6.2143,1
evm.TU.chromosome_6.2144,0
evm.TU.chromosome_6.2145,1
evm.TU.chromosome_6.2146,0
evm.TU.chromosome_6.2147,0
evm.TU.chromosome_6.2148,0
evm.TU.chromosome_6.215,1
evm.TU.chromosome_6.2151,1
evm.TU.chromosome_6.2152,1
evm.TU.chromosome_6.2156,0
evm.TU.chromosome_6.2157,1
evm.TU.chromosome_6.2158,1
evm.TU.chromosome_6.2159,0
evm.TU.chromosome_6.216,1
evm.TU.chromosome_6.2160,1
evm.TU.chromosome_6.2161,1
evm.TU.chromosome_6.2162,1
evm.TU.chromosome_6.2164,1
evm.TU.chromosome_6.2165,1
evm.TU.chromosome_6.2166,0
evm.TU.chromosome_6.2167_evm.TU.chromosome_6.2177,1
evm.TU.chromosome_6.217,1
evm.TU.chromosome_6.2178,1
evm.TU.chromosome_6.2179,1
evm.TU.chromosome_6.218,1
evm.TU.chromosome_6.2180,1
evm.TU.chromosome_6.2181,1
evm.TU.chromosome_6.2182,1
evm.TU.chromosome_6.2183,1
evm.TU.chromosome_6.2185,0
evm.TU.chromosome_6.2189,1
evm.TU.chromosome_6.219,1
evm.TU.chromosome_6.2191,0
evm.TU.chromosome_6.2192,0
evm.TU.chromosome_6.2193,1
evm.TU.chromosome_6.2196,0
evm.TU.chromosome_6.2197,1
evm.TU.chromosome_6.2198,1
evm.TU.chromosome_6.22,1
evm.TU.chromosome_6.2202,1
evm.TU.chromosome_6.2203,1
evm.TU.chromosome_6.2204,0
evm.TU.chromosome_6.2205,1
evm.TU.chromosome_6.2206,0
evm.TU.chromosome_6.2207,1
evm.TU.chromosome_6.2208,0
evm.TU.chromosome_6.2209,1
evm.TU.chromosome_6.2210,1
evm.TU.chromosome_6.2211,1
evm.TU.chromosome_6.2212,0
evm.TU.chromosome_6.2213,0
evm.TU.chromosome_6.2214,1
evm.TU.chromosome_6.2215,0
evm.TU.chromosome_6.2216,0
evm.TU.chromosome_6.2217,1
evm.TU.chromosome_6.2218,1
evm.TU.chromosome_6.2219,1
evm.TU.chromosome_6.2220,1
evm.TU.chromosome_6.2221,0
evm.TU.chromosome_6.2222,1
evm.TU.chromosome_6.2223,0
evm.TU.chromosome_6.2224,1
evm.TU.chromosome_6.2225,0
evm.TU.chromosome_6.2229,1
evm.TU.chromosome_6.223,1
evm.TU.chromosome_6.2230,1
evm.TU.chromosome_6.2231,1
evm.TU.chromosome_6.2234,1
evm.TU.chromosome_6.2235,1
evm.TU.chromosome_6.2236,0
evm.TU.chromosome_6.2237,1
evm.TU.chromosome_6.2238,1
evm.TU.chromosome_6.2239,0
evm.TU.chromosome_6.2240,1
evm.TU.chromosome_6.2241,1
evm.TU.chromosome_6.2242,1
evm.TU.chromosome_6.2243,1
evm.TU.chromosome_6.2244,0
evm.TU.chromosome_6.2245,1
evm.TU.chromosome_6.2246,1
evm.TU.chromosome_6.2248,0
evm.TU.chromosome_6.2249,1
evm.TU.chromosome_6.2250,1
evm.TU.chromosome_6.2251,1
evm.TU.chromosome_6.2252,1
evm.TU.chromosome_6.2253,1
evm.TU.chromosome_6.2254,0
evm.TU.chromosome_6.2256,1
evm.TU.chromosome_6.2257,0
evm.TU.chromosome_6.2258,1
evm.TU.chromosome_6.2259,1
evm.TU.chromosome_6.2260,1
evm.TU.chromosome_6.2261,1
evm.TU.chromosome_6.2262,1
evm.TU.chromosome_6.2263,1
evm.TU.chromosome_6.2264,0
evm.TU.chromosome_6.2265,0
evm.TU.chromosome_6.2266,1
evm.TU.chromosome_6.2267,1
evm.TU.chromosome_6.2268,1
evm.TU.chromosome_6.2269,0
evm.TU.chromosome_6.2270,1
evm.TU.chromosome_6.2271,0
evm.TU.chromosome_6.2272,0
evm.TU.chromosome_6.2273,1
evm.TU.chromosome_6.2275,1
evm.TU.chromosome_6.2276,0
evm.TU.chromosome_6.2277,0
evm.TU.chromosome_6.2279,1
evm.TU.chromosome_6.228,1
evm.TU.chromosome_6.2280,0
evm.TU.chromosome_6.2281,0
evm.TU.chromosome_6.2282,1
evm.TU.chromosome_6.2283,0
evm.TU.chromosome_6.2284,1
evm.TU.chromosome_6.2285,1
evm.TU.chromosome_6.2286,1
evm.TU.chromosome_6.2287,1
evm.TU.chromosome_6.2288,1
evm.TU.chromosome_6.2289,1
evm.TU.chromosome_6.2290,1
evm.TU.chromosome_6.2291,1
evm.TU.chromosome_6.2295,1
evm.TU.chromosome_6.2296,1
evm.TU.chromosome_6.2297,1
evm.TU.chromosome_6.2298,1
evm.TU.chromosome_6.2299,1
evm.TU.chromosome_6.23,0
evm.TU.chromosome_6.2300,1
evm.TU.chromosome_6.2301,1
evm.TU.chromosome_6.2307,1
evm.TU.chromosome_6.2308,0
evm.TU.chromosome_6.231,0
evm.TU.chromosome_6.2310,1
evm.TU.chromosome_6.2311,0
evm.TU.chromosome_6.2312,1
evm.TU.chromosome_6.2313,1
evm.TU.chromosome_6.2315,1
evm.TU.chromosome_6.2316,1
evm.TU.chromosome_6.2317,0
evm.TU.chromosome_6.2318,1
evm.TU.chromosome_6.2319,1
evm.TU.chromosome_6.232,1
evm.TU.chromosome_6.2320,1
evm.TU.chromosome_6.2321,0
evm.TU.chromosome_6.2322,1
evm.TU.chromosome_6.2323,1
evm.TU.chromosome_6.2324,0
evm.TU.chromosome_6.2325,1
evm.TU.chromosome_6.2326,0
evm.TU.chromosome_6.2327,0
evm.TU.chromosome_6.2328,0
evm.TU.chromosome_6.2329,0
evm.TU.chromosome_6.233,1
evm.TU.chromosome_6.2330,0
evm.TU.chromosome_6.2331,0
evm.TU.chromosome_6.2332,0
evm.TU.chromosome_6.2333,1
evm.TU.chromosome_6.2334,1
evm.TU.chromosome_6.2335,1
evm.TU.chromosome_6.2336,1
evm.TU.chromosome_6.2337,1
evm.TU.chromosome_6.2338,1
evm.TU.chromosome_6.234,1
evm.TU.chromosome_6.2340,1
evm.TU.chromosome_6.2341,1
evm.TU.chromosome_6.2344,1
evm.TU.chromosome_6.2345,1
evm.TU.chromosome_6.2346,0
evm.TU.chromosome_6.2348,1
evm.TU.chromosome_6.2350,1
evm.TU.chromosome_6.2351,1
evm.TU.chromosome_6.2353,1
evm.TU.chromosome_6.2354,0
evm.TU.chromosome_6.2355,1
evm.TU.chromosome_6.2356,0
evm.TU.chromosome_6.2357,1
evm.TU.chromosome_6.2358,1
evm.TU.chromosome_6.2359,0
evm.TU.chromosome_6.236,1
evm.TU.chromosome_6.2360,1
evm.TU.chromosome_6.2361,0
evm.TU.chromosome_6.2362,1
evm.TU.chromosome_6.2363,1
evm.TU.chromosome_6.2364,0
evm.TU.chromosome_6.2365,1
evm.TU.chromosome_6.2366,1
evm.TU.chromosome_6.2367,1
evm.TU.chromosome_6.237,1
evm.TU.chromosome_6.2370,1
evm.TU.chromosome_6.2371,1
evm.TU.chromosome_6.2372,1
evm.TU.chromosome_6.2373,0
evm.TU.chromosome_6.2379,0
evm.TU.chromosome_6.238,1
evm.TU.chromosome_6.2380,1
evm.TU.chromosome_6.2381,0
evm.TU.chromosome_6.2382,1
evm.TU.chromosome_6.2383,1
evm.TU.chromosome_6.2384,1
evm.TU.chromosome_6.2385,1
evm.TU.chromosome_6.2386,1
evm.TU.chromosome_6.2387,0
evm.TU.chromosome_6.2388,1
evm.TU.chromosome_6.2389,1
evm.TU.chromosome_6.239,1
evm.TU.chromosome_6.2390,0
evm.TU.chromosome_6.2391,1
evm.TU.chromosome_6.2393,1
evm.TU.chromosome_6.2394,1
evm.TU.chromosome_6.2395,0
evm.TU.chromosome_6.2396,0
evm.TU.chromosome_6.2397,1
evm.TU.chromosome_6.2398,0
evm.TU.chromosome_6.2399,0
evm.TU.chromosome_6.24,1
evm.TU.chromosome_6.240,1
evm.TU.chromosome_6.2400,0
evm.TU.chromosome_6.2401,1
evm.TU.chromosome_6.2402,1
evm.TU.chromosome_6.2404,1
evm.TU.chromosome_6.2405,1
evm.TU.chromosome_6.2406,1
evm.TU.chromosome_6.2407,1
evm.TU.chromosome_6.2408,1
evm.TU.chromosome_6.241,0
evm.TU.chromosome_6.2410,1
evm.TU.chromosome_6.2411,0
evm.TU.chromosome_6.2412,1
evm.TU.chromosome_6.2413,1
evm.TU.chromosome_6.2414,1
evm.TU.chromosome_6.2416,1
evm.TU.chromosome_6.2417,1
evm.TU.chromosome_6.2418,1
evm.TU.chromosome_6.2419,1
evm.TU.chromosome_6.242,1
evm.TU.chromosome_6.2420,1
evm.TU.chromosome_6.2421,0
evm.TU.chromosome_6.2422,1
evm.TU.chromosome_6.2423,1
evm.TU.chromosome_6.2424,1
evm.TU.chromosome_6.2425,1
evm.TU.chromosome_6.2426,1
evm.TU.chromosome_6.243,0
evm.TU.chromosome_6.2430,1
evm.TU.chromosome_6.2434,0
evm.TU.chromosome_6.2435,0
evm.TU.chromosome_6.244,1
evm.TU.chromosome_6.2441,1
evm.TU.chromosome_6.2442,1
evm.TU.chromosome_6.2443,1
evm.TU.chromosome_6.2446,1
evm.TU.chromosome_6.2447,1
evm.TU.chromosome_6.2448,1
evm.TU.chromosome_6.2449,1
evm.TU.chromosome_6.245,0
evm.TU.chromosome_6.2450,1
evm.TU.chromosome_6.2451,1
evm.TU.chromosome_6.2452,0
evm.TU.chromosome_6.2453,1
evm.TU.chromosome_6.2454,0
evm.TU.chromosome_6.2455,1
evm.TU.chromosome_6.2456,1
evm.TU.chromosome_6.2457,1
evm.TU.chromosome_6.2458,1
evm.TU.chromosome_6.2459,1
evm.TU.chromosome_6.246,0
evm.TU.chromosome_6.2460,0
evm.TU.chromosome_6.2461,0
evm.TU.chromosome_6.2462_evm.TU.chromosome_6.2463,0
evm.TU.chromosome_6.2464,1
evm.TU.chromosome_6.2465,1
evm.TU.chromosome_6.2467,0
evm.TU.chromosome_6.2468,0
evm.TU.chromosome_6.2469,1
evm.TU.chromosome_6.247,0
evm.TU.chromosome_6.2470,0
evm.TU.chromosome_6.2471,0
evm.TU.chromosome_6.2472,0
evm.TU.chromosome_6.2473,0
evm.TU.chromosome_6.2474,1
evm.TU.chromosome_6.2475,1
evm.TU.chromosome_6.2476,1
evm.TU.chromosome_6.2479,1
evm.TU.chromosome_6.248,1
evm.TU.chromosome_6.2480,1
evm.TU.chromosome_6.2484,1
evm.TU.chromosome_6.2485,0
evm.TU.chromosome_6.2486,1
evm.TU.chromosome_6.249,0
evm.TU.chromosome_6.2491,1
evm.TU.chromosome_6.2493,1
evm.TU.chromosome_6.2494,1
evm.TU.chromosome_6.2497,1
evm.TU.chromosome_6.2498,1
evm.TU.chromosome_6.25,1
evm.TU.chromosome_6.250,1
evm.TU.chromosome_6.2500,1
evm.TU.chromosome_6.2505,0
evm.TU.chromosome_6.2506,0
evm.TU.chromosome_6.2507,1
evm.TU.chromosome_6.251,1
evm.TU.chromosome_6.2510,1
evm.TU.chromosome_6.2514,0
evm.TU.chromosome_6.2515,1
evm.TU.chromosome_6.2516,0
evm.TU.chromosome_6.2517,1
evm.TU.chromosome_6.2518,0
evm.TU.chromosome_6.2519,1
evm.TU.chromosome_6.252,0
evm.TU.chromosome_6.2520,0
evm.TU.chromosome_6.2521,1
evm.TU.chromosome_6.2522,1
evm.TU.chromosome_6.2523,1
evm.TU.chromosome_6.2524,0
evm.TU.chromosome_6.2525,1
evm.TU.chromosome_6.2526,1
evm.TU.chromosome_6.2527,1
evm.TU.chromosome_6.2528,1
evm.TU.chromosome_6.2529,0
evm.TU.chromosome_6.253,1
evm.TU.chromosome_6.2530,0
evm.TU.chromosome_6.2531,0
evm.TU.chromosome_6.2532,1
evm.TU.chromosome_6.2533,1
evm.TU.chromosome_6.2534,1
evm.TU.chromosome_6.2535,1
evm.TU.chromosome_6.2536,1
evm.TU.chromosome_6.2537,1
evm.TU.chromosome_6.2538,1
evm.TU.chromosome_6.2539,1
evm.TU.chromosome_6.254,1
evm.TU.chromosome_6.2541,0
evm.TU.chromosome_6.2542,1
evm.TU.chromosome_6.2544,0
evm.TU.chromosome_6.255,0
evm.TU.chromosome_6.2554,1
evm.TU.chromosome_6.2555,1
evm.TU.chromosome_6.2557,1
evm.TU.chromosome_6.2559,0
evm.TU.chromosome_6.256,1
evm.TU.chromosome_6.2561,1
evm.TU.chromosome_6.2562,1
evm.TU.chromosome_6.2565,0
evm.TU.chromosome_6.2566,1
evm.TU.chromosome_6.2567,0
evm.TU.chromosome_6.2568,1
evm.TU.chromosome_6.2569,1
evm.TU.chromosome_6.257,1
evm.TU.chromosome_6.2570,1
evm.TU.chromosome_6.2571,1
evm.TU.chromosome_6.2572,0
evm.TU.chromosome_6.2573,1
evm.TU.chromosome_6.2574,1
evm.TU.chromosome_6.2575,0
evm.TU.chromosome_6.2576,0
evm.TU.chromosome_6.2577,1
evm.TU.chromosome_6.2578,1
evm.TU.chromosome_6.2579,1
evm.TU.chromosome_6.258,1
evm.TU.chromosome_6.2580,1
evm.TU.chromosome_6.2581,1
evm.TU.chromosome_6.2582,1
evm.TU.chromosome_6.2583,1
evm.TU.chromosome_6.2584,0
evm.TU.chromosome_6.2585,0
evm.TU.chromosome_6.2586,1
evm.TU.chromosome_6.2587,1
evm.TU.chromosome_6.2588,1
evm.TU.chromosome_6.259,1
evm.TU.chromosome_6.2590,0
evm.TU.chromosome_6.2591,1
evm.TU.chromosome_6.2592,1
evm.TU.chromosome_6.2593,0
evm.TU.chromosome_6.2594,1
evm.TU.chromosome_6.26,1
evm.TU.chromosome_6.260,0
evm.TU.chromosome_6.2605,1
evm.TU.chromosome_6.2606,0
evm.TU.chromosome_6.2607,0
evm.TU.chromosome_6.2608,1
evm.TU.chromosome_6.2609,0
evm.TU.chromosome_6.261,1
evm.TU.chromosome_6.2610,0
evm.TU.chromosome_6.2611,1
evm.TU.chromosome_6.2612,1
evm.TU.chromosome_6.2613,0
evm.TU.chromosome_6.2614,1
evm.TU.chromosome_6.2615,1
evm.TU.chromosome_6.2617,1
evm.TU.chromosome_6.2618,1
evm.TU.chromosome_6.2619,1
evm.TU.chromosome_6.262,1
evm.TU.chromosome_6.2620,0
evm.TU.chromosome_6.2621,1
evm.TU.chromosome_6.2622,0
evm.TU.chromosome_6.2623,1
evm.TU.chromosome_6.2624,1
evm.TU.chromosome_6.2625,1
evm.TU.chromosome_6.2626,1
evm.TU.chromosome_6.2627,1
evm.TU.chromosome_6.2628,0
evm.TU.chromosome_6.2629,0
evm.TU.chromosome_6.263,1
evm.TU.chromosome_6.2631,1
evm.TU.chromosome_6.2637,1
evm.TU.chromosome_6.2638,1
evm.TU.chromosome_6.2639,1
evm.TU.chromosome_6.2640,0
evm.TU.chromosome_6.2641,1
evm.TU.chromosome_6.2642,0
evm.TU.chromosome_6.2644,1
evm.TU.chromosome_6.2645,0
evm.TU.chromosome_6.2647,1
evm.TU.chromosome_6.2648,1
evm.TU.chromosome_6.2649,1
evm.TU.chromosome_6.2650,0
evm.TU.chromosome_6.2651,1
evm.TU.chromosome_6.2652,1
evm.TU.chromosome_6.2653,1
evm.TU.chromosome_6.2654,1
evm.TU.chromosome_6.2655,1
evm.TU.chromosome_6.2657,1
evm.TU.chromosome_6.266,1
evm.TU.chromosome_6.2661,1
evm.TU.chromosome_6.2662,1
evm.TU.chromosome_6.2663,1
evm.TU.chromosome_6.2664,0
evm.TU.chromosome_6.2666,0
evm.TU.chromosome_6.2668,1
evm.TU.chromosome_6.2669,1
evm.TU.chromosome_6.2670,1
evm.TU.chromosome_6.2671,1
evm.TU.chromosome_6.2672,1
evm.TU.chromosome_6.2673,1
evm.TU.chromosome_6.2674,1
evm.TU.chromosome_6.2676,1
evm.TU.chromosome_6.2677,1
evm.TU.chromosome_6.268,1
evm.TU.chromosome_6.2685,0
evm.TU.chromosome_6.2686,0
evm.TU.chromosome_6.2687,0
evm.TU.chromosome_6.2688,1
evm.TU.chromosome_6.2689,1
evm.TU.chromosome_6.2690,1
evm.TU.chromosome_6.2691,1
evm.TU.chromosome_6.2695,0
evm.TU.chromosome_6.2698,0
evm.TU.chromosome_6.27,1
evm.TU.chromosome_6.270,0
evm.TU.chromosome_6.2702,1
evm.TU.chromosome_6.2703,1
evm.TU.chromosome_6.2705,1
evm.TU.chromosome_6.271,1
evm.TU.chromosome_6.2710,1
evm.TU.chromosome_6.2713,1
evm.TU.chromosome_6.2716,1
evm.TU.chromosome_6.2717,1
evm.TU.chromosome_6.2718,1
evm.TU.chromosome_6.2719,0
evm.TU.chromosome_6.272,0
evm.TU.chromosome_6.2720,0
evm.TU.chromosome_6.2721,1
evm.TU.chromosome_6.2722,1
evm.TU.chromosome_6.2723,1
